Territorial Authority,Topic,Measure,Category,Value,ValueUnit,ValueLabel,NullReason,Date,DateLabel,Source
Queenstown-Lakes,Income,Sources of personal income for people who live in area (Age 15+),Other Super. Pensions Annuities,1.3526918567950220939669943200,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Queenstown-Lakes,Income,Sources of personal income for people who live in area (Age 15+),Unemployment Benefit,0.405807557038506628190098300,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Queenstown-Lakes,Income,Sources of personal income for people who live in area (Age 15+),Sickness Benefit,0.5410767427180088375867977300,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Queenstown-Lakes,Income,Sources of personal income for people who live in area (Age 15+),Domestic Purposes Benefit,0.4418793398863738840292181400,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Queenstown-Lakes,Income,Sources of personal income for people who live in area (Age 15+),Invalids Benefit,0.2885742627829380467129587900,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Queenstown-Lakes,Income,Sources of personal income for people who live in area (Age 15+),Student Allowance,0.7665253855171791865812967800,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Queenstown-Lakes,Income,Sources of personal income for people who live in area (Age 15+),Other Govt Benefits Payments or Pension,2.2364505365677698620254306100,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Queenstown-Lakes,Income,Sources of personal income for people who live in area (Age 15+),Other Sources of Income,1.0190278654522499774551357200,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Queenstown-Lakes,Income,Sources of personal income for people who live in area (Age 15+),No Source of Income During That Time,2.3627017765353052574623500800,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Queenstown-Lakes,Income,Sources of personal income for people who live in area (Age 15+),Not stated,5.6091622328433582829831364400,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Queenstown-Lakes,Income,Number of families in income bracket,"$20,000 and under",219,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Queenstown-Lakes,Income,Number of families in income bracket,"$20,001 to $30,000",330,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
