Territorial Authority,Topic,Measure,Category,Value,ValueUnit,ValueLabel,NullReason,Date,DateLabel,Source
Invercargill,Demographics,Years since arrival in NZ for those born overseas,10-19 Years,678,number,Number of people,,2013,Census Year,https://figure.nz/table/NUI0tdCOI51h0VTJ
Invercargill,Demographics,Years since arrival in NZ for those born overseas,20-29 Years,339,number,Number of people,,2013,Census Year,https://figure.nz/table/NUI0tdCOI51h0VTJ
Invercargill,Demographics,Years since arrival in NZ for those born overseas,30-39 Years,450,number,Number of people,,2013,Census Year,https://figure.nz/table/NUI0tdCOI51h0VTJ
Invercargill,Demographics,Years since arrival in NZ for those born overseas,40-49 Years,492,number,Number of people,,2013,Census Year,https://figure.nz/table/NUI0tdCOI51h0VTJ
Invercargill,Demographics,Years since arrival in NZ for those born overseas,50 Years or More,558,number,Number of people,,2013,Census Year,https://figure.nz/table/NUI0tdCOI51h0VTJ
Invercargill,Demographics,Years since arrival in NZ for those born overseas,Not Elsewhere Included,219,number,Number of people,,2013,Census Year,https://figure.nz/table/NUI0tdCOI51h0VTJ
Invercargill,Demographics,Place of birth,NZ born,85.63551944283226929773650609,percentage,% of people,,2013,Census Year,https://figure.nz/table/NUI0tdCOI51h0VTJ
Invercargill,Demographics,Place of birth,Overseas born,9.408009286128845037724898430,percentage,% of people,,2013,Census Year,https://figure.nz/table/NUI0tdCOI51h0VTJ
Invercargill,Demographics,Place of birth,Not Elsewhere Included,4.9564712710388856645385954700,percentage,% of people,,2013,Census Year,https://figure.nz/table/NUI0tdCOI51h0VTJ
Invercargill,Demographics,Births in year,Māori,192,number,Number of live births,,2018,Year,https://figure.nz/table/zVvceVNz8RazM2XM
Invercargill,Demographics,Births in year,All,612,number,Number of live births,,2018,Year,https://figure.nz/table/zVvceVNz8RazM2XM
Invercargill,Demographics,Deaths in year,Māori,39,number,Number of deaths,,2018,Year,https://figure.nz/table/3Oro8C1i2MOAnHSL
Invercargill,Demographics,Deaths in year,All,510,number,Number of deaths,,2018,Year,https://figure.nz/table/3Oro8C1i2MOAnHSL
Invercargill,Demographics,Percentage of city/district's population born overseas,"Oceania and Antarctica, excluding New Zealand",2.442449777126458,percentage,% of city/district's population,,2013,Census Year,https://figure.nz/table/pAoznFmTWsqYmXNl
