"","X","Total_People","Taranaki","Tasman","Waikato","Wellington","West_Coast","Auckland","Bay_Of_Plenty","Canterbury","Gisbourne","Hawks_Bay","Manawatu_Whanganui","Marlborough","Nelson","Otago","Southland","Northland"
"1",1,"Median personal income ($)",28866.6666666667,25700,27280,29944.4444444444,25900,29600,24216.6666666667,29209.0909090909,24400,25275,25085.7142857143,27900,27200,29150,30033.3333333333,23133.3333333333
